id,name,genres
1wiBLzTI7z9RUwEpNPdFT6,Mase,"contemporary r&b, gangster rap, hardcore hip hop, harlem hip hop, hip hop, hip pop, r&b, southern hip hop, urban contemporary"
31IV1eVhcCFujBXlrFyuvF,lofi hip hop radio,
6MrdwyCIKbpXmTKQBlG3uq,Z-Ro,"chopped and screwed, dirty south rap, houston rap"
0PCuG3oCdODFa8zv35gl41,Scarz Hip Hop,
0rG0AZBscc8S8q1ahIsasI,JUVENILE,"bounce, crunk, dirty south rap, new orleans rap, southern hip hop, trap"
4bUEqLurfnSsfkmfHGoYP2,Christ Hip Hop,
1Xfmvd48oOhEWkscWyEbh9,Lloyd,"hip pop, r&b, southern hip hop, trap, urban contemporary"
0n23AEptJJ39OFgpYfW75L,Sentry Sounds Hip Hop,
09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop"
3vTSSASfIP7tthfn3fkhG4,Lo Fi Hip Hop Study Beats,
6ZhjJOJXXwnPS8PrXdmjLw,UGK,dirty south rap
51RyQYKOh9HJJ3lI5kjyYH,Lego Hip Hop,
37hAfseJWi0G3Scife12Il,City Girls,"scam rap, trap queen"
1TgdPwpfNHz4qq00fo3zIH,Bass-(Lofi Hip Hop)-Boosted,
4E2rKHVDssGJm2SCDOMMJB,Doechii,alternative r&b
2lZCUCAly5Ol088B2lpbE5,Fun Kids Hip Hop Band,
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,"atl hip hop, southern hip hop, trap"
0BdcGvJ06FFMWP2st45n1v,Hip Hop Patrol,
4kKaAWGdu6WW0W415RWaQA,South Park Mexican,"chicano rap, latin hip hop, texas latin rap"
0jzT4HaVpuV28XeX7xr3Ln,Hungria Hip Hop,
6i392l38cR3uBPF0DbNs7S,Quality Control,"melodic rap, trap"
6CXauCdjIz59Lc5lIZkfkc,Instrumental Rap Hip Hop,
4d3yvTptO48nOYTPBcPFZC,Eve,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary"
3j2SSGDaDnSgCtg0oGKrEu,Sindicato Argentino Del Hip Hop,
41qil2VaGbD194gaEcmmyx,Will Smith,"hip hop, pop rap"
1LyTmnoxLipUwTEHWSRziG,Prof,minnesota hip hop
4g3ZKbKSNvVMjhK8ZqFYtK,Musica Hip Hop de Fondo,
3VrGfWE8YdYMK4ySpnE0ly,Lyrical Lemonade,
3zoHq40kDrYJVeIbNqpMTE,Duck Jam & Nação Hip Hop,rap nacional antigo
6X8WdFjrNhXATMDSs26aCc,Curren$y,"dirty south rap, new orleans rap, southern hip hop"
00Gi3KK3Vs4amykNvyXsEy,Hip Hop Tranquilo,
4EnEZVjo3w1cwcQYePccay,N.W.A.,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
6Gp2HiXYzL2OfG6DZO9Cge,La Casa Del Hip Hop Colombiano,
6ns6XAOsw4B0nDUIovAOUO,GZA,"east coast hip hop, hardcore hip hop"
7HErCBVlWOcsEp5kDGrDZe,Retroll Hip Hop 重操嘻哈,hong kong hip hop
0bfX8pF8kuHNCs57Ms4jZb,Roscoe Dash,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap"
1YnJR3pB6g30Sr3HL4oz6a,Jabulani Hip Hop Pantsula Tsambo,kasi rap
6GEykX11lQqp92UVOQQCC7,DJ Premier,"east coast hip hop, instrumental hip hop, jazz boom bap, turntablism"
3gL8iAU25eG0Jyaevn4Iy6,PEKALONGAN HIP HOP RAP,
2Xu7q46Hf02xOoEIm4E1Qs,Big Pun,"bronx hip hop, east coast hip hop, hardcore hip hop"
4jhfSJYkDtd0vWfbmKZvup,Hip hoppa,
0WK3H9OErSn5zKOkOV5egm,DDG,"pop rap, trap"
72T5V5xWkkfAQu5GOwZpNh,Lofi Hip Hop Relax Beats,lo-fi product
1YRqgFNXqRyMDRr8ClS1NL,Kaliii,"rap, viral rap"
0dOjOgtkDX3OcmqWjRVLf1,PKD HIP HOP,
6O2zJ0tId7g07yzHtX0yap,Mobb Deep,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop"
3aASEKNVB8haFmsZzHBR3y,NEW ERA HIP HOP,
6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana,"gangster rap, harlem hip hop, hip pop, nyc rap, pop rap, trap"
4L0COCeZVwKF7QTMgwVoiV,Hip Hop Reveler,
1rHOtdmGNr5vcYNw5v7QGC,Kenny Beats,"indie hip hop, trap, underground hip hop"
1CUF06pZuGsgT5qyLawA0g,Hip Hop Beat Nation,
2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,"pop rap, rap, trap"
6w4jPvlDaV6UwUuCzZcXU1,Hip Hop Instrumentals,
5cMgGlA1xGyeAB2ctYlRdZ,Gang Starr,"alternative hip hop, conscious hip hop, east coast hip hop, hip hop"
0FIPhPpLfu6pV7kYK1agI7,Flako Hip Hop,
2GHclqNVjqGuiE5mA7BEoc,Common,"alternative hip hop, chicago rap, conscious hip hop, hardcore hip hop, hip hop, political hip hop"
4rewbtgE0N2rJILT0goByv,Ritmos de hip-hop de Lofi,
5M0lbkGluOPXLeFjApw8r8,DRAM,"trap, underground hip hop, viral trap, virginia hip hop"
2dcJJf4jYRR0IeHWjQfpKL,Território Hip Hop,
4v6XOdonnfpdTKTRJArG7v,Tink,"chicago rap, drill, trap queen"
2UJjxIFwcMwTOmlNaR7yQb,Ritmos de hip hop de baja fidelidad,
45a6gCQWq61lIUDmr1tKuO,Bun B,"dirty south rap, houston rap"
2pT1e0myb5i98HTpnLXX6A,Hip Hop Venezolano,
2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,nyc rap
0Fth9GsnlIvyhQpAY8J5JX,Hip Hop por la Vida,
1GAS0rb4L8VTPvizAx2O9J,Atmosphere,"alternative hip hop, conscious hip hop, minnesota hip hop"
3FCwrBBcmAsK5Q3WlSShhI,Hip Hop Instrumental,
0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,"conscious hip hop, east coast hip hop, hip hop"
1ugWOkfFRKvYxRVNsbFF58,Bubblegum Hip Hop,
6z1cicLMt9XArxN10q7m8a,Travis Porter,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap"
4Q6ItGGFog88Lfwnq7LyfY,061 HIP HOP,
2QLM9IFaHBtB16b8ZDaA3A,P-Lo,"asian american hip hop, cali rap"
3vZpgmq6Nrld1YYaqOWcIJ,Freshly Packed Snow: Cold Trap and Frosty Hip Hop,
6q3p11nP1p80Ey6LrOOSed,Hit-Boy,drumless hip hop
57BXdoJG4RAzUXAluYFKei,HIP-HOP COMIC,
24MO3YcgduDVANI94l58p9,Eugene Local Hip Hop Artists,
7jocoSCuCtpCxCI6IbP8ye,Digital Underground,"conscious hip hop, gangster rap, hardcore hip hop, hip hop, west coast rap"
40ZjJVo45HckYVMvRJnvHc,Hip Hop,
7arQA31aZVS8yS6zUveWzb,CJ,nyc rap
3YaFMjd21lFR70X009doTB,Hip Hop Hawaii,
6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,"dirty south rap, southern hip hop"
75jXImEH8Wr1Ib0QjicE1g,Knowledge Is Hip Hop,
1Z8ODXyhEBi3WynYw0Rya6,De La Soul,"east coast hip hop, golden age hip hop, hip hop, jazz rap"
2Mnt0CwHfX9TfhR2YnerZL,Hip Hop Rap Beats,
75WcpJKWXBV3o3cfluWapK,Lute,"indie hip hop, north carolina hip hop, underground hip hop"
1nz8xIO2T1ALSdyzozVwb6,Paris the Hip Hop Heiress,
2AfU5LYBVCiCtuCCfM7uVX,Kota the Friend,underground hip hop
5Wt24lgy87kG4JHt8M2Rsw,Hip Hopkins,
0fbFfVckGKsDbAfYnB5mD1,Mannie Fresh,"bounce, dirty south rap"
2ojq3972BzUDCCL92QNsQv,Strive Hip Hop,
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,"conscious hip hop, mississippi hip hop, southern hip hop, trap"
6pGaCNkAkPrRvmTw4GMigT,JV & The Supermolten Hip Hop Collective,
1p68N0GuFAjR2IusIJWFk7,Doobie,ohio hip hop
2sOwpFlyH4mz7QuXUSCTYv,Hippie Hop,
71C1AXi9lDQXnSKZjeTYiI,Ant,
3IIz9Gfse2hKZLFbEBW2Y8,Strictly Hip-Hop,
6NL31G53xThQXkFs7lDpL5,Rapsody,"alternative r&b, north carolina hip hop, trap queen"
5Ec45sf1Bym5uIoY9JxW44,Hip-Hop Beat Masters,
3LIJJJkO7R5RasRwt7xIn5,Mystikal,"crunk, dirty south rap, gangster rap, new orleans rap"
6oXhiVwpIPPlTeIF6cpWwn,Complexo Hip-Hop,
7HqrSDuI9lHuH1CDismTFg,AZ,"alternative hip hop, hardcore hip hop, hip hop"
2Z6oCQb6mFRSxQygUbLkfU,The Ray Dales Hip Hop Band,
2hPgGN4uhvXAxiXQBIXOmE,KIDS SEE GHOSTS,rap
3wCNCMDifHYjYKRYSaGVy8,Khatarnaak Hip Hop Collective,
1Wnfj5qZsp8nPsGBBRRa4W,Monty,
7wW3WfJP6l2QPHBxLbbuIj,El Efecto Hip-Hop,
2x8KDZdSONA3872CnhaAlX,Styles P,"battle rap, dirty south rap, east coast hip hop"
15E7fv6rUHmvaTl4V517tB,Lofi Hip Hop Cafe,
2zJoKYyLmhvsq3ORbXE7xF,Kidd Kidd,new orleans rap
6CpuURT08eGBWnIbc7QgAy,African Kings of Hip Hop,
39mHYiNmLR7p8PXNG8Wll6,Remy Ma,"alternative r&b, bronx hip hop, contemporary r&b, dirty south rap, hip pop, r&b, southern hip hop, trap queen, urban contemporary"
0aumpGumh32euAr70W48WE,Doc G of Hip Hop is Green NYC,
3Y365ZqTf6fJ4ZcRnLKPGt,Gorilla Zoe,"atl hip hop, crunk, dirty south rap, futuristic swag, southern hip hop, trap"
3j9AczB8qdh8Onqx1L48fO,Orion Hip Hop,
78xUyw6FkVZrRAtziFdtdu,The Roots,"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop"
2W3WHlSSyfAFU1BAPUoOVD,MY Name Is Hip Hop,
0A7g2YbCA9FlyZvAG6VmKP,The LOX,"dirty south rap, east coast hip hop, hardcore hip hop"
4XCsXbYymp4llp1QsK5aEm,Hip Hop Hoodíos,jewish hip hop
4UOlRVifrFdQHW9qu5ep8t,Tech N9ne Collabos,"country rap, kansas city hip hop"
5UFIfObL7OLlRvh0YDUQ4R,Hip Hop Rnb Favorites,
1qh1aHXy7LRcb7eyriuJTS,Rehab,redneck
6a8Nn2UdA75fy8yYJxKWKI,Hip Hop Shop,
67pRzjUqqwx1vphxEpbreJ,Playsson Hip Hop,
15DyqfFuXBcBW0IDHCm7OZ,2016 First Class Hip Hop Beats,
0hePouJFNvYGXmpcxt92gm,Hip Hop InstruSoul,
4bKFBiNpS2j4NOZWOGVbC5,Hip Hop Mix,
3rNfnMbxjSbkGjBtt2iaDf,Hip-Hop Music Rap,
0y17tgL0nSTBOI8dAaPr0c,8D LoFi Hip Hop,
1dqGS5sT6PE2wEvP1gROZC,Flatbush Zombies,"psychedelic hip hop, underground hip hop"
4RnWqmsWbKYonMp77kv447,Hip Hop Hannah,
3f5fB1YUbkUnW7cf7I0R48,Geto Boys,"conscious hip hop, dirty south rap, g funk, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop"
5oifjQw72WO7Jut07fVWMy,KAYTRAMINÉ,pop rap
0ha73IO9uSzRvmTvo93Us5,Crusaders for Real Hip-Hop,
0IVcLMMbm05VIjnzPkGCyp,J Dilla,"alternative hip hop, detroit hip hop, hip hop, instrumental hip hop"
7nxjB0F8oPWNwgYutGghwA,Electro Jazz Hip Hop Quartet,
31HjiqargV4NAw4GZqUale,Ace Hood,"dirty south rap, miami hip hop, pop rap, rap, southern hip hop, trap"
0TpS4wC0gAIo6eTzPSSkzm,Nervous' Undaground Ol' Skool Hip Hop Sessions - Vol 2,
4PrinKSrmILmo0kERG0Ogn,Trina,"contemporary r&b, dirty south rap, hip pop, miami hip hop, r&b, rap latina, southern hip hop, trap queen"
2qHiWoxXNURpmDzyAcHCRG,Spider Hip hop,
02nVPB2qoeqZ6ECnqiLhTL,Chill Hip-Hop Beats,
6DJEUXZm0e2rAohdoZ5Voo,Black Thought,"alternative hip hop, east coast hip hop"
1j1WcufPQ40Gncu7TraT46,The Prime Minister Of Hip Hop,
3PyWEKLWI0vHPmoNrIX0QE,Rakim,east coast hip hop
4AICNSyoGIBBcRhuZsPX5L,Draft Day,drumless hip hop
3X0WvVmNIXnjpVrtDaAzpu,Freestyle Hip-Hop Beat Factory,beats
1pgQ6M84lwajB10CeWVPnp,Old School Hip Hop,
5pR1zWq3UPsOpW1pTWayLf,Hitkidd,memphis hip hop
1HnIO5WAKE73EcuHGYcG4X,Colectivo Hip Hop En Movimiento Ocaña,
6DVipHzYsPlIoA0DW8Gmns,"Royce Da 5'9""","detroit hip hop, gangster rap, hardcore hip hop, hip hop"
0bdJZl7TDeiymDYzMJnVh2,Preme,"canadian hip hop, canadian trap"
0usC1Eon98i2e6dhVKiz6Y,Roc Logic-Hip Hop 16 Bars,
6aLoJJxz7MV2iZ423S8tJC,Doe Boy,"atl hip hop, atl trap, memphis hip hop, ohio hip hop, trap"
1k3a2Ao5YzYHvculXA6wdA,Ritmo de hip-hop lofi,
0TkqXdyWLsssJH7okthMPQ,Jay Electronica,"alternative hip hop, conscious hip hop, drumless hip hop, hip hop, psychedelic hip hop"
4AllEJE7mVkhhyUV6DjqPz,D4L,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop"
0KPL6eX2E4aqtLFMWwQhB4,Boom Bap Hip Hop,
73b5VP7BWutUBDx2sna8UW,Bris,"cali rap, sacramento hip hop"
0dXXMvzdokmh7Kpx86eQes,Sentimental Lofi Hip Hop,
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,"hip hop, virginia hip hop"
0eefHbRp3IHOEQdzANEt0d,R.A.V HIP HOP,
7DICBAYiaIMh5MulqwCtET,AK,
5A7d4sfe5ZY1RRf90zlUeo,Crime Mob,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop"
3VT6xGY0RnQDflG338bDbh,Lilla Hip Hop,
2LiWxiQzuD9nmWQ6NCA8Gd,B-Real,"chicano rap, west coast rap"
0qoZGmX4kX78d1h4KNqfAs,It's Official Hip Hop Remix,
0lEssBAxQl2In4RpaB1C2Y,Talib Kweli,"conscious hip hop, east coast hip hop"
4tzxCsdhR0IIUNyzwrag4C,Rappin' 4-Tay,g funk
0FBJQ6xy5cwdFSqJBZ6ZIf,C.A.P HIP HOP,
1W9qOBYRTfP7HcizWN43G1,Slick Rick,"bronx hip hop, east coast hip hop, golden age hip hop, old school hip hop"
07xrJMNs1ARrZUicXYvpi7,PRINCESS OF HIP HOP AND RNB,
6gbGGM0E8Q1hE511psqxL0,Ray J,"pop rap, urban contemporary"
1IjBSvFlp7NtQ8YU7mohpd,Hip-Hop Mel,
3q7isf09BuwXLyR2khBs60,Khia,"hip pop, trap queen"
6q07CjUuS9D6qSdvN32Ejc,DISCIPLEZ OF HIP HOP,
5RivQkx7CAT7TSVFJKvbDz,BigWalkDog,memphis hip hop
4Wb6wWOb1hOf8nvm9p6y9h,Hip Hop Healer,
0O1cTzccAEKaEFShgzAK9V,Bass Santana,"miami hip hop, underground hip hop"
6P8oj04cjWGKrU15yGSKTd,R.A.V HIP HOP,
3Y2MLcrD3ZQXRXmtn4fZQx,SpotemGottem,"florida drill, florida rap"
0DhsvgLVwrFRDWJk58f2JG,Beats hip hop Rap,
3v3clM1KQgVfpPjKJFPAmx,SHOP BOYZ,"atl hip hop, dirty south rap, futuristic swag"
7rtsu9iLkAXIwWVQSzoCq6,G-Rua Hip Hop,
0gqIrDRL7CEPBWMmkuZPdQ,Digable Planets,"afrofuturism, east coast hip hop, hip hop, jazz rap, psychedelic hip hop"
3FUR2FAyIK7pyzwQzTNgFK,Newsoft Hip-Hop,
5X0V59ipZnbvnubW0rQVri,Roc Marciano,"alternative hip hop, boom bap, drumless hip hop"
0nV65XZbeLRNGwgNapPeba,Athens Hip Hop Harmonic,
0qziYi2GvPoLPnchRMQdxk,I-20,atl hip hop
4PtALQSIsW9Ph91TJIndCl,HIP-HOP LOFI,
5KkgZ31b9eDwkvo9oMIrSm,Consequence,"nyc rap, queens hip hop"
5Rzqmz1zAszembFHGZQuAt,Souls Of Mischief,"alternative hip hop, hardcore hip hop, hip hop, jazz rap"
2ABsNhVJFjZJtyVC6mAwr0,Nation Hip Hop Lofi,
7h8ja4JSORo2sXJPmCXRxa,Immortal Technique,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop"
49gjhvXz12sVZ4TtnMkIqC,Hip Hop Workout Gs,
34ABXKUj0gzq7R8vXjCaNj,Funk Flex,"bronx hip hop, east coast hip hop"
0JtF21mtzxCVQ6bze6lxgk,Hip Hop Heads,
3u579Gdap91lMptBSdXTpf,Kash Doll,"detroit hip hop, trap queen"
2J257euzcjnDLipsyJH3F2,Clipse,"alternative hip hop, hardcore hip hop, hip hop, southern hip hop, virginia hip hop"
6mPOB1Djh3hbIkuyAGrQlp,Lofi Hip Hop Music,
6lEhBhAv6HOopjXssi09cq,TisaKorean,"houston rap, viral rap"
0kerdv6x37y2MiAm7y7LGS,Hip Hop Helicopter,
3D04N2X2w6vUGeyG94FBaY,Pastor Troy,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop, trap"
5QtEuqaVYScApBao39TQeD,LEAWAKA HIP-HOP,
4KHdmkq99PXA6QEJ2lKpA3,Heavy D & The Boyz,"contemporary r&b, east coast hip hop, new jack swing, old school hip hop"
4nWxEsnm9XWdwF9tguEPBp,Hip Hop Bebop Junction,
2ledyuziz6YjLK5Dw483Oc,DJ Paul,"bounce, crunk, dirty south rap, memphis hip hop"
1P3lWRQukK8Fgs8BlWI99k,R Version of Hip Hop,
0PGtMx1bsqoCHCy3MB3gXA,Unk,"atl hip hop, dirty south rap"
082fGQQfVqwCZ8DR0IpLfO,Hip Hop en Cárceles,
2mptF2WOgNgdX3FguV26kn,Nova Pátria Hip Hop,
2OTyuU7mZGqhHk7xUZfekq,J1 Hip Hop,
54NjVSzSXs3yl3zLWwjLn5,ANN VIV HIP HOP,
2UW7ambRWNSWipvYJEIPCM,Hip Hop Scholars,
2s6kyMmJZFgPCHXU0QxJLp,FLAME,christian hip hop
1sZ6qMVhZdbJvd2zOk4Mee,Hip Hop school 90,
1RhOh9I75vVWEDmzRVkRUz,Ms Krazie,"chicano rap, rap latina"
1oLoTBbKxUUoDFOnSnzCoa,Storm Hip-hop,
5cdrxr9s52oZCf78xOLa4R,Tee,
20apXQGKM00jJTvYfyKwlb,Maino,
1tX5lBefm0miEUE6LeIRSm,Soulful Hip Hop,
01ZpL2TZ4QxYNDLc70RIiT,Ali & Gipp,
0PYNnzrh4PcBe7qwxVThey,The Hip-Hop Factory,
1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,dirty south rap
5pKCIE6vRLAbVjxYFW9XKK,Best Of Lofi Hip Hop 2023,
76RrKpsvOmSKG8CIjROdSG,MiMS,pop rap
5DKuVtlpDH0agZQUFDy8O7,Pharoahe Monch,"conscious hip hop, east coast hip hop, queens hip hop"
3QSGV73Nz6APPYIMFrZWap,Sacramento / Hip-Hop,
3KpLtTMpLAko7nBDmiYg7Z,Force M.D.'s,"contemporary r&b, new jack swing"
39iukBfRjdtjZeUx8hwP3C,Hip Hop Ninja Beats,
36zSkwftotDHslP3KUQpew,MED,alternative hip hop
5BhFZpE8kUGZJiKOsYjLQM,Yeek,"hyperpop, indie hip hop"
3HHQynGqdncZc0ccfXGyK5,Lofi Hip Hop Old School,
3kf0gOpxWtkyeMNJVDQPtd,Smoke DZA,"alternative hip hop, harlem hip hop, underground hip hop"
0TjXOQAzNzJI4QKrq30Bul,Ramon Hip-Hop,
2tMOCIpxj6jwM9e6pmwGiP,KEY!,underground hip hop
442ENqkorNWacO7BBmRRGh,Hip Hop Instrumentalist,
2dWF6m2ksP9GN75fufFp16,Murs,"abstract hip hop, alternative hip hop"
6rQkazV5GNFPlZKrExF6u2,Lo-fi Hip Hop Beat,
1KeJhR0ENFviw187pD4LPT,Blu,alternative hip hop
2OhjnotYB256Elb0hvjVYI,Les maîtres du hip-hop,
3BaQq5VMR9VAtpe69D3QNk,The Crew's Hip-Hop Corner,
28Jt29jw6Smc3ZkzALTouq,DJ Chose,houston rap
00hsrwSGUlYdYSZqRBGZJ3,Rapid Rhymes x Instrumental Hip Hop: Beat Poetics,
2NfwGBr2swqZ1rzE3kAV23,Saucy Santana,trap queen
7vy30XXKfr6ex7MHIxdTog,corrupt hip hop beats,
3b3DRCf7t5C5yV7WJrxvzo,Spodee,atl trap
3qQUy8aZF3P1DRZpEBinqP,HIP HOP HOWZE,
2zrZfs23sjuHDv4E6YRmNf,Kris Kross,"gangster rap, hardcore hip hop, hip hop, hip pop, miami bass, old school atlanta hip hop"
3QvLhQoURAFBZjNnOAgjzl,Hip Hop femenino El Salvador,
1I0tv3cE1cDIJvQpHyuCYN,Icandy,
2kvTNNrRnyDilxu88wChQ1,F.M. Hip Hop,
18HVMQsV3tINaTyzT5UIjH,CyHi,atl hip hop
32l1yvYUWe7PNOcPtNHfUN,Lofi Hip-Hop Beats & Beats De Rap & LO-FI BEATS,
0NnCgUxhtWt1yBtpDyvFQf,Black Sheep,"east coast hip hop, queens hip hop"
1yaWfAuYtQIksgFU7yQyZo,Hip Hop Anon,
6RedK3o51NbUJuJxXlT4kj,88-Keys,alternative hip hop
5sKvgmG84C0bIMWeS2SRPr,Brasstracks,nyc pop
7lfI3O6MJWME3HJjmbyEEn,The Hip Hop Advocates,
1sPpJhevOYz54gNgeh2LaV,Keak Da Sneak,"cali rap, hyphy, oakland hip hop, west coast rap"
4hRL2QmahOYxXNmNKtG1AI,Valee,"atl trap, chicago rap, underground hip hop"
7EOgyn9YZnMpHtZsKy81Vm,4w07 Hip Hop,
0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats,"hardcore hip hop, harlem hip hop, southern hip hop"
5coqlcNaVnrxW2DHuMnTZU,Hip Hop Para Dormir Mimir,
6futYSDVulYR2PktBjTB5W,Big Daddy Kane,"east coast hip hop, golden age hip hop, hardcore hip hop, old school hip hop"
4Nu7lLWZDNQSCJX3VLcJ3S,Hip-Hop Trust (Bisiak,
6UnvX7Zx85VNjOpLdaq49W,Havoc,"alternative hip hop, detroit hip hop, hardcore hip hop"
6sEgCTLUQI83JfyDJae7Ck,Hip-Hop 90's,
69m0yjx8ruKebsRvbNuEDz,Really Doe,
6JYSpUrkPKUTAqZy17GMuE,Hip Hope,
3zpKjsMg2gw1St5WcWoUJN,EPMD,"east coast hip hop, golden age hip hop, hip hop, old school hip hop"
3IbX6ZDeoer9G83y8ExgSy,SSR Hip Hop,
7qpbQKIG4ghU6YXxB5kI6r,Swishahouse,"chopped and screwed, dirty south rap, houston rap"
3rmZyII8aDTTbpN2dW7nbs,Anthem Hip Hop,
6B16XZWuJ9VERn7pXxCIda,8Ball,"crunk, dirty south rap, memphis hip hop"
1LRziYdrbIMTjDw10gg3bP,The Hip Hop Boyz,
33wbkdcxtduHKY53LnI1Hf,Huey,"dirty south rap, southern hip hop"
1FRdGFEMEwRKWnbP9goMZb,Daddy Hip-Hop,
51d3rUlLuMh7EW09aMe7yj,B2K,"boy band, contemporary r&b, hip pop, r&b, urban contemporary"
5XWTx6MGGaXjFxHPfT6kT6,Nandola Hip Hop,
5A7PIpqC9ZvMVJt4lOqs10,Fiend,"dirty south rap, memphis hip hop, new orleans rap"
52lnNwGOIP2DelSmrENw62,Hotel Hip Hop Lounge,
7zuoqJAXDtNaLzxxm4IShD,DJ Hoppa,deep underground hip hop
0mdSGgD9oaE0YmDkfTIuLP,Hip Hop Parallèle,
4mPPxTpWqDR5rmOrTOh4nk,Equipto,"hyphy, west coast rap"
5TdHyEXSIwWFoZUu9AiEV4,Fat Hip Hop Daddy,
0eGh2jSWPBX5GuqIHoZJZG,ICE-T,"conscious hip hop, gangster rap, golden age hip hop, hardcore hip hop, hip hop, new jersey rap, old school hip hop, west coast rap"
7hfF1bin2ogDqwlGS4ppzM,Love and Hip Hop Productions,
3zVQJ3L7xUlFqPpmi16Lim,Magoo,
6C3RIhbCkl9llnxae1YKYf,D'Cristo Hip Hop,
6vd2ks2rBpNPY4ebdEocpY,U.S.D.A.,"atl hip hop, dirty south rap"
6ivZWreygJNwQyt417OsOJ,Insanou Hip Hop,
1bR5yQSPB82iLAJPvZOegI,Romulo Hip Hop,
1zrMGaRSRvx67vF4xzvUcu,C-Bo,"g funk, sacramento hip hop, west coast rap"
2Lq35Xxkr07nBd8Ua5rvid,Hip Hop Loves,
6NzM38IkXdbQsQ4qW9CG7z,Amil,hip pop
2p0Hf0MF8Nw8lwAXokczf0,Smif-N-Wessun,east coast hip hop
5SJRUozzmERD8IalNhEoH9,Instrumental Hip Hop: Beatsmiths,
7oF48iRjggIDjtfRcmmMvl,Termanology,"alternative hip hop, boom bap, boston hip hop, hardcore hip hop"
3RNTIiLISESP8U7jPzKjlZ,New York Hip Hop Beats,
1SlPJ2l80sMnCHpz1wB8nT,Blue Scholars,"conscious hip hop, hawaiian hip hop, political hip hop, seattle hip hop"
78X7quh8fqAGZ42OpLmUW0,Wiki,alternative hip hop
5yCd7bxcAc3MdQ1h54ESsD,Houston,
7AUeqk98aMmLBzYBKjeB47,Newen Hip Hop,
2YKqI0pz6dY15GpzxT66HD,Dre,
7ojTIsWxxMgXqY1vsFU6ce,Hip Hop Beats Of The Miracle Child,
6VOkIa4pRNEdugeOdePtRp,TRU,"dirty south rap, new orleans rap"
5hhviiZO1gGl5RzTH8WbK0,Phd Hip Hop Nz,
0ecnb1WPePfrHg4yfQfmqN,Hot Boys,"dirty south rap, new orleans rap"
56OMwqr8qaLIRH4ZrvvdXq,Dilated Peoples,"alternative hip hop, hardcore hip hop, hip hop, west coast rap"
7rlGXi7gwBPTcvfrDisqRr,Celo King of Hip Hop,
3mUHAiDazZq75gh6If5zoD,R.A. The Rugged Man,"conscious hip hop, east coast hip hop"
5ILgJERmX20rZuVVDQ7z5P,504 Boyz,dirty south rap
4Ew8VmfE06siL2THiMBwPP,GRIP,"atl hip hop, indie hip hop"
2JIqPmG5FaS6mh8FBbVtPO,Hip-Hop Hunks,
2c2X6dr1PHctH24BxNOjHi,Eprom,"downtempo bass, experimental bass, glitch hop, wonky"
2BYL1GCkBrQVbdLOXj3hmb,Hip Hop Ninjago,
6vwJ3e6KaQAhLEpBPxCMBC,Reflection Eternal,alternative hip hop
1IJ9B7NTPc1rhEpa5peIEe,Max's Hip Hop,
1NMPFAWwsqqy5m8kEQvDl6,Crucial Conflict,"chicago rap, gangster rap, memphis hip hop"
5PCtHl348aupbbrGsSwPTS,Hip Hop Loves Foundation,
0cksLOAGxD6p07extgOeKE,Hip Hop Instrumentals,beats
0xH4Ocm90D8MUOZZ2odMta,Beri Hip-Hop,
2x6jz70u3sZq75tW10akUW,Sean Price,"alternative hip hop, boom bap, detroit hip hop, hardcore hip hop, hip hop"
2rrTzlAZLMoP8EGHLTa4Sj,Mikey Mike and the Hip-Hop Kids,
2tTkMu5nJLsDBAMRrDOes3,Hi-C,"g funk, west coast rap"
68mePZFPLbc4bV9GgVE4Ng,TITAN HIP HOP,
1tUALn7PEhW7LpMuxvat2x,Allan Kingdom,underground hip hop
1fMCGMaYEFL7pq9fKCjUHI,Hip Sensual hop erreape,
188HWxEQMjCaa7kf3ZGjwc,Jayo Felony,"g funk, san diego rap, west coast rap"
3XpWyoyKbSx3wCUSy5ZL9D,Beats Old School Hip Hop,
